frame	position	phase	lumen_area	lumen_circumf	longest_distance	shortest_distance	elliptic_ratio	vector_length	vector_angle	measurement_1	measurement_2	pullback_speed	pullback_start_frame	frame_rate
218	3.58	-	16.36	14.38	4.73	4.46	1.06	1.10	43.54					
219	3.60	-	15.73	14.11	4.74	4.23	1.12	0.86	331.49					
220	3.61	-	15.74	14.08	4.65	4.33	1.07	0.96	311.36					
221	3.63	-	14.92	13.74	4.58	4.08	1.12	0.98	300.46					
222	3.64	-	15.24	13.86	4.52	4.31	1.05	0.90	305.05					
223	3.66	-	13.84	13.21	4.37	4.06	1.07	0.79	319.55					
224	3.68	-	15.20	13.85	4.58	4.20	1.09	0.95	308.45					
225	3.69	-	14.93	13.71	4.48	4.31	1.04	0.66	331.03					
226	3.71	-	14.64	13.60	4.56	4.09	1.11	0.51	14.49					
227	3.73	-	14.24	13.47	4.64	3.89	1.19	0.73	47.23					
228	3.74	-	14.84	13.67	4.47	4.27	1.05	1.08	67.98					
229	3.76	-	15.99	14.20	4.72	4.40	1.07	1.20	72.41					
230	3.78	-	15.54	14.01	4.61	4.25	1.08	1.14	54.97					
231	3.79	-	15.22	13.99	4.66	4.28	1.09	0.80	10.37					
232	3.81	-	15.53	13.99	4.64	4.28	1.08	0.91	315.55					
233	3.83	-	15.12	13.81	4.61	4.19	1.10	0.87	305.45					
234	3.84	-	14.98	13.74	4.53	4.23	1.07	0.83	304.65					
235	3.86	-	15.03	13.77	4.54	4.20	1.08	0.56	319.93					
236	3.88	-	14.23	13.41	4.55	4.01	1.14	0.56	330.20					
237	3.89	-	15.16	13.82	4.51	4.28	1.05	0.59	321.72					
238	3.91	-	14.46	13.49	4.45	4.16	1.07	0.41	20.73					
239	3.92	-	14.61	13.58	4.50	4.10	1.10	0.65	58.67					
240	3.94	-	15.43	13.94	4.63	4.25	1.09	0.96	68.07					
241	3.96	-	15.87	14.15	4.70	4.29	1.10	1.15	81.63					
242	3.97	-	14.39	13.46	4.38	4.19	1.05	1.17	73.52					
243	3.99	-	14.87	13.73	4.59	4.12	1.12	1.04	59.60					
244	4.01	-	13.80	13.18	4.33	4.11	1.05	0.65	333.05					
245	4.02	-	15.01	13.75	4.50	4.21	1.07	0.76	308.36					
246	4.04	-	15.30	13.90	4.61	4.20	1.10	0.70	305.02					
247	4.06	-	14.71	13.61	4.43	4.20	1.05	0.45	321.64					
248	4.07	-	13.20	12.89	4.25	3.97	1.07	0.42	342.84					
249	4.09	-	14.07	13.33	4.48	3.98	1.13	0.48	341.99					
250	4.11	-	14.57	13.55	4.45	4.20	1.06	0.49	6.50					
251	4.12	-	15.46	13.97	4.64	4.22	1.10	0.58	54.98					
252	4.14	-	14.81	13.68	4.53	4.16	1.09	0.74	68.68					
253	4.16	-	15.91	14.19	4.81	4.19	1.15	1.03	72.40					
254	4.17	-	15.74	14.11	4.75	4.24	1.12	1.13	81.95					
255	4.19	-	15.74	14.12	4.80	4.23	1.13	1.17	62.76					
256	4.20	-	15.40	14.00	4.57	4.31	1.06	0.89	43.99					
257	4.22	-	15.04	13.76	4.49	4.31	1.04	0.65	327.66					
258	4.24	-	15.48	13.98	4.65	4.16	1.12	0.64	313.01					
259	4.25	-	15.60	14.02	4.61	4.31	1.07	0.51	308.55					
260	4.27	-	13.80	13.17	4.27	4.13	1.03	0.21	341.49					
261	4.29	-	13.87	13.21	4.27	4.13	1.03	0.38	352.88					
262	4.30	-	14.40	13.46	4.33	4.24	1.02	0.42	340.19					
263	4.32	-	14.67	13.58	4.41	4.23	1.04	0.44	35.70					
264	4.34	-	15.89	14.16	4.71	4.38	1.08	0.76	74.56					
265	4.35	-	15.03	13.80	4.69	4.08	1.15	0.94	71.60					
266	4.37	-	16.18	14.29	4.77	4.33	1.10	1.10	78.56					
267	4.39	-	15.77	14.14	4.80	4.29	1.12	1.11	76.91					
268	4.40	-	15.68	14.08	4.62	4.23	1.09	1.15	61.87					
269	4.42	-	14.12	13.36	4.37	4.04	1.08	0.57	8.44					
270	4.44	-	15.68	14.06	4.65	4.27	1.09	0.65	317.61					
271	4.45	-	15.02	13.77	4.58	4.13	1.11	0.62	306.78					
272	4.47	-	15.04	13.77	4.56	4.20	1.09	0.50	307.35					
273	4.48	-	13.34	12.98	4.26	3.96	1.08	0.41	323.14					
274	4.50	-	14.36	13.50	4.60	3.95	1.16	0.63	326.07					
275	4.52	-	15.31	13.88	4.52	4.32	1.05	0.63	330.22					
276	4.53	-	15.48	13.96	4.55	4.32	1.05	0.44	20.71					
277	4.55	-	14.41	13.49	4.52	4.07	1.11	0.69	59.73					
278	4.57	-	16.40	14.37	4.76	4.45	1.07	1.13	63.89					
279	4.58	-	15.61	14.05	4.71	4.24	1.11	1.15	66.29					
280	4.60	-	15.27	13.87	4.58	4.31	1.06	1.21	58.90					
281	4.62	-	14.27	13.45	4.46	4.07	1.09	0.98	42.27					
282	4.63	-	13.72	13.15	4.32	4.03	1.07	0.77	329.43					
283	4.65	-	15.38	13.92	4.56	4.31	1.06	0.90	304.42					
284	4.67	-	15.42	13.95	4.64	4.29	1.08	0.93	302.48					
285	4.68	-	14.66	13.58	4.44	4.20	1.06	0.85	304.78					
286	4.70	-	13.34	12.99	4.28	3.90	1.10	0.73	316.80					
287	4.72	-	14.65	13.59	4.54	4.09	1.11	0.86	304.04					
288	4.73	-	14.34	13.45	4.45	4.12	1.08	0.56	325.08					
289	4.75	-	14.42	13.49	4.50	4.13	1.09	0.40	36.17					
290	4.76	-	12.90	12.78	4.31	3.82	1.13	0.70	62.53					
291	4.78	-	15.29	13.91	4.71	4.21	1.12	1.08	70.72					
292	4.80	-	15.60	14.02	4.64	4.33	1.07	1.16	76.94					
293	4.81	-	16.26	14.35	4.85	4.30	1.13	1.11	58.01					
294	4.83	-	14.73	13.69	4.44	4.20	1.05	0.74	28.44					
295	4.85	-	15.70	14.06	4.54	4.38	1.04	0.82	320.11					
296	4.86	-	14.96	13.73	4.47	4.20	1.06	0.80	308.71					
297	4.88	-	14.96	13.73	4.45	4.25	1.05	0.84	303.87					
298	4.90	-	14.67	13.59	4.38	4.27	1.03	0.59	315.66					
299	4.91	-	13.08	12.84	4.24	3.90	1.09	0.43	332.40					
300	4.93	-	13.47	13.02	4.21	4.02	1.02	0.53	318.01					
301	4.95	-	14.07	13.31	4.37	4.09	1.08	0.28	41.27					
302	4.96	-	13.61	13.09	4.26	4.04	1.09	0.66	79.13					
303	4.98	-	13.47	13.02	4.28	4.03	1.09	0.96	79.54					
304	5.00	-	14.54	13.53	4.38	4.22	1.05	1.14	83.43					
305	5.01	-	13.72	13.14	4.29	4.07	1.05	1.16	78.51					
306	5.03	-	12.67	12.65	4.24	3.89	1.07	1.06	56.60					
307	5.04	-	13.58	13.11	4.45	3.98	1.10	0.55	340.73					
308	5.06	-	14.33	13.45	4.49	4.07	1.05	0.63	312.61					
309	5.08	-	14.23	13.39	4.43	4.09	1.06	0.62	302.62					
310	5.09	-	13.97	13.26	4.33	4.12	1.05	0.43	306.98					
311	5.11	-	13.31	12.95	4.27	4.00	1.07	0.29	334.66					
312	5.13	-	13.51	13.11	4.51	3.84	1.07	0.44	331.97					
313	5.14	-	13.65	13.12	4.25	4.10	1.03	0.36	357.48					
314	5.16	-	14.00	13.27	4.31	4.09	1.11	0.56	69.40					
315	5.18	-	12.52	12.55	4.10	3.90	1.10	0.79	80.06					
316	5.19	-	15.63	14.03	4.63	4.35	1.06	0.97	74.81					
317	5.21	-	15.27	13.88	4.55	4.25	1.07	1.17	85.67					
318	5.23	-	15.63	14.04	4.65	4.31	1.08	1.17	64.17					
319	5.24	-	14.68	13.66	4.63	4.07	1.14	0.94	37.92					
320	5.26	-	14.57	13.56	4.53	4.13	1.10	0.58	321.56					
321	5.28	-	15.38	13.91	4.52	4.33	1.04	0.58	308.32					
322	5.29	-	14.98	13.73	4.45	4.28	1.04	0.36	303.09					
323	5.31	-	14.05	13.29	4.31	4.18	1.03	0.26	331.01					
324	5.32	-	13.37	12.97	4.25	3.99	1.07	0.30	359.82					
325	5.34	-	14.06	13.30	4.36	4.14	1.05	0.45	329.88					
326	5.36	-	14.01	13.28	4.26	4.19	1.02	0.36	45.08					
327	5.37	-	14.41	13.48	4.45	4.13	1.08	0.64	85.20					
328	5.39	-	14.38	13.47	4.48	4.05	1.11	0.83	75.33					
329	5.41	-	14.73	13.61	4.40	4.26	1.03	1.07	80.49					
330	5.42	-	15.06	13.77	4.47	4.31	1.04	1.09	80.92					
331	5.44	-	15.28	13.90	4.62	4.18	1.11	1.11	59.96					
332	5.46	-	13.86	13.22	4.31	4.06	1.06	0.54	11.49					
333	5.47	-	15.32	13.89	4.57	4.26	1.07	0.56	315.07					
334	5.49	-	15.53	13.99	4.65	4.26	1.09	0.54	307.54					
335	5.51	-	14.92	13.70	4.44	4.26	1.04	0.38	311.43					
336	5.52	-	12.48	12.56	4.20	3.80	1.10	0.28	327.86					
337	5.54	-	13.34	12.98	4.33	3.92	1.11	0.41	342.60					
338	5.56	-	13.57	13.08	4.32	4.01	1.08	0.44	332.94					
339	5.57	-	14.11	13.36	4.44	4.08	1.09	0.38	56.43					
340	5.59	-	13.20	12.91	4.22	3.97	1.06	0.58	69.89					
341	5.60	-	14.51	13.53	4.46	4.19	1.06	0.99	71.17					
342	5.62	-	14.93	13.72	4.49	4.21	1.07	1.05	77.51					
343	5.64	-	14.51	13.51	4.39	4.20	1.04	1.14	73.01					
344	5.65	-	14.65	13.62	4.53	4.21	1.08	0.99	54.37					
345	5.67	-	14.06	13.30	4.27	4.18	1.02	0.42	336.24					
346	5.69	-	15.04	13.75	4.43	4.31	1.03	0.50	308.36					
347	5.70	-	14.93	13.71	4.45	4.28	1.04	0.50	291.04					
